companyName,aliases,country,city,diseaseFocus,productLine,productType,targetUsers,businessModel,reachabilityStatus,tier,totalScore,productProblemFit,aiProductLeverage,personalFit,outreachFeasibility,commercialSignal,aiProductOpportunity,personalFitReason,contactTargets,contactRoute,outreachOpening,productEvidenceUrl,reachabilityEvidenceUrl,restrictionReason,sourceTier,stage2OpportunityScore,stage2Categories
Bio-Rad Laboratories,"BIO-RAD LABORATORIES, INC.",US,Irvine,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,global remote not confirmed under strict policy,stage2_auto,36,chronic_disease_management
"Impact Applications, Inc.",,US,San Diego,mental_sleep_comorbidity,mental_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,global remote not confirmed under strict policy,stage2_auto,42,mental_health
"Lifescan, Inc.",,US,West Chester,metabolic_cardiovascular,chronic_disease_management; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120558,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120558,global remote not confirmed under strict policy,stage2_auto,48,chronic_disease_management; samd
medrhythms,MedRhythms,US,Portland,chronic_pain_msk,digital_therapeutics; rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://dtxalliance.org/members/medrhythms/,https://www.medrhythms.com/,global remote not confirmed under strict policy,stage2_auto,49,digital_therapeutics; rehabilitation
Mindmaze SA,MindMaze,CH,Lausanne,chronic_pain_msk,digital_therapeutics; rehabilitation; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173931,https://www.mindmaze.com/,global remote not confirmed under strict policy,stage2_auto,57,digital_therapeutics; rehabilitation; samd
"Quinton, Inc.",,US,Seattle,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864949,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864949,global remote not confirmed under strict policy,stage2_auto,38,rehabilitation
Voluntis Sa.,Voluntis; Aptar Digital Health; Theraxium,FR,Paris,metabolic_cardiovascular,chronic_disease_management; digital_therapeutics; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170669,https://www.aptardigitalhealth.com/,global remote not confirmed under strict policy,stage2_auto,55,chronic_disease_management; digital_therapeutics; samd
上海联影智能科技股份有限公司,,CN,上海,platform_chronic_care,clinical_workflow; health_management_platform; patient_engagement; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,53,13,17,11,7,5,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760002920220614032338768,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760002920220614032338768,,stage2_auto,70,clinical_workflow; health_management_platform; patient_engagement; samd
Amwell,American Well,US,Boston,metabolic_cardiovascular; platform_chronic_care,internet_healthcare; remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://business.amwell.com/,https://business.amwell.com/,global remote not confirmed under strict policy,stage2_auto,59,internet_healthcare; remote_patient_monitoring
"Arzco Medical Electronics, Inc.",,US,Vernon Hills,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904943,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904943,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Babylon Health,Babylon,GB,London,metabolic_cardiovascular; platform_chronic_care,internet_healthcare; remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.babylonhealth.com/,https://www.babylonhealth.com/,global remote not confirmed under strict policy,stage2_auto,49,internet_healthcare; remote_patient_monitoring
Bd Becton Dickinson Vacutainer Systems Preanalytic,,US,Washington,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,global remote not confirmed under strict policy,stage2_auto,41,remote_patient_monitoring
"Boston Scientific Cardiac Diagnostic Technologies, Inc.",,US,Rochester,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243349,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243349,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Cambridge Heart, Inc.",,US,South West Ranches,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983102,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983102,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Capsule Technologie Sas,,US,Andover,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200856,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200856,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Cedars-Sinai Medical Center,,US,Los Angeles,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172609,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172609,global remote not confirmed under strict policy,stage2_auto,41,remote_patient_monitoring
Conmedcorp,,US,Utica,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963787,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963787,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Conphar, Inc.",,US,Walker,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813385,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813385,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Corventis, Inc.",,US,San Jose,metabolic_cardiovascular; platform_chronic_care,health_management_platform; patient_engagement; remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090696,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090696,global remote not confirmed under strict policy,stage2_auto,55,health_management_platform; patient_engagement; remote_patient_monitoring
Current Health,Best Buy Health Current Health,GB,Edinburgh,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://currenthealth.com/,https://currenthealth.com/,global remote not confirmed under strict policy,stage2_auto,38,remote_patient_monitoring
Diagnostic Monitoring Software,,US,Stateline,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133014,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133014,global remote not confirmed under strict policy,stage2_auto,38,remote_patient_monitoring
"Galix Biomedical Instrumentation, Inc.",,US,Miami Beach,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971670,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971670,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"General Life Biotechnology Co., Ltd.",,US,Mission Viejo,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123090,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123090,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Infopia Co, Ltd.",,US,Fullerton,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132406,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132406,global remote not confirmed under strict policy,stage2_auto,35,remote_patient_monitoring
Instrumentation Laboratory CO,,US,Walker,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771977,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771977,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Lawrence Medical Systems, Inc.",,US,Cammarillo,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K874885,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K874885,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Macon & Co., Inc.",,US,Milwaukee,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902802,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902802,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Microlife Intellectual Property GmbH,,CH,Widnau,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171937,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171937,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Murata Vios, Inc.",,US,Woodbury,metabolic_cardiovascular,remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241728,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241728,global remote not confirmed under strict policy,stage2_auto,47,remote_patient_monitoring; samd
"Nikomed U.S.A., Inc.",,US,Doylestown,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950473,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950473,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Omega Critical Care Limited,,GB,East Kilbride,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081776,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081776,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Paceart, Inc.",,US,Hasbrouck Heights,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012407,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012407,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Philips Medical Systems, Inc.",,NL,5680 Da Best,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K922622,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K922622,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
"Ppg Industries, Inc.",PPG INDUSTRIES INC,US,Lenexa,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912627,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912627,global remote not confirmed under strict policy,stage2_auto,36,remote_patient_monitoring
R D Intl.,,US,Richardson,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960312,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960312,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
R2 Corp.,,US,Mchenry,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832516,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832516,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
